generated,log_probs,linear_probs,correct_answer
"['D', ')', ' Dub', 'in', ' Johnson', ' syndrome']","[-0.041690964, -3.1281633e-07, -2.220075e-06, -1.5332478e-05, -7.9418505e-06, -0.00019233524]","[95.91661516463004, 99.99996871837189, 99.99977799274644, 99.99846676395418, 99.99920581810365, 99.98076832552366]",D
"['D', ')', ' It', ' does', ' not', ' activate', ' peripheral', ' dop', 'amin', 'ergic', ' receptors']","[-0.33688182, -6.704273e-07, -1.504853e-06, -1.3856493e-06, -2.220075e-06, -2.3392786e-06, -4.604148e-06, -5.3193703e-06, -8.776276e-06, -9.0883464e-07, -1.7432603e-06]","[71.39932146350245, 99.99993295729247, 99.99984951481323, 99.99986143516601, 99.99977799274644, 99.9997660724136, 99.99953958625991, 99.99946806438477, 99.99912237625114, 99.9999091165773, 99.99982567412195]",D
"['C', ')', ' C', 'yst', 'ic', ' fib', 'rosis']","[-0.0001655181, -1.6240566e-06, -1.3856493e-06, -9.0883464e-07, -1.2664457e-06, -5.8841815e-05, -2.4987974e-05]","[99.9834495597365, 99.99983759447187, 99.99986143516601, 99.9999091165773, 99.99987335551019, 99.99411599161456, 99.99750123381969]",C
"['B', ')', ' India', ' ink', ' preparation']","[-0.00012701898, -1.9361265e-07, -1.9361265e-07, -3.1305768e-05, -1.7432603e-06]","[99.98729890865691, 99.99998063873687, 99.99998063873687, 99.99686947220205, 99.99982567412195]",B
"['B', ')', ' Ker', 'ley', ' A', ' lines']","[-1.0976125, -1.8624639e-06, -5.5122365e-07, -2.5941605e-05, -7.58424e-06, -2.5583993e-05]","[33.36667628744676, 99.99981375378344, 99.9999448776502, 99.99740587314805, 99.99924157887602, 99.99744163342676]",D
"['D', ')', ' Bi', '-f', 'asc', 'icular', ' block']","[-0.0042164703, -3.1281633e-07, -2.3392786e-06, -2.577686e-06, -0.00028779538, -3.8219583e-05, -1.247159e-05]","[99.57924065302159, 99.99996871837189, 99.9997660724136, 99.99974223173223, 99.97122460291178, 99.9961781147359, 99.998752848777]",D
"['B', ')', ' High', ' plasma', ' phen', 'yl', 'alan', 'ine', ' levels']","[-0.06062047, -3.1281633e-07, -1.2664457e-06, -3.1281633e-07, -1.8624639e-06, -4.8113485e-05, -5.9153886e-06, -1.0683535e-05, -9.0883464e-07]","[94.11803781882858, 99.99996871837189, 99.99987335551019, 99.99996871837189, 99.99981375378344, 99.99518876724352, 99.99940846288958, 99.99893165220688, 99.9999091165773]",D
"['B', ')', ' amino', ' acid', ' content']","[-0.049692787, -5.5122365e-07, -0.0147077525, -3.1281633e-07, -3.2929079e-06]","[95.15216994389347, 99.9999448776502, 98.53998781772466, 99.99996871837189, 99.99967070975217]",A
"['A', ')', ' Case', ' Control', ' Study']","[-0.104057595, -1.2664457e-06, -2.4584822e-06, -0.7628611, -3.7027545e-05]","[90.11733928449361, 99.99987335551019, 99.9997541520822, 46.63302989051016, 99.9962973140511]",A
"['A', ')', ' Gl', 'ucose', '-', '6', '-ph', 'osph', 'at', 'ase']","[-0.00059354363, -4.3202e-07, -5.5122365e-07, -5.5577775e-06, -3.650519e-06, 0.0, -7.822647e-06, -1.0802739e-05, -4.298773e-05, -5.5122365e-07]","[99.94066324821752, 99.99995679800934, 99.9999448776502, 99.99944422379444, 99.99963494876631, 100.0, 99.99921773835968, 99.99891973193493, 99.99570131939592, 99.9999448776502]",A
"['B', ')', ' MEN', ' type', ' II']","[-0.056221627, 0.0, -1.9361265e-07, -8.7450695e-05, -1.8550976e-05]","[94.53296021083557, 100.0, 99.99998063873687, 99.99125531287005, 99.99814491960683]",C
"['D', ')', ' Par', 'ac', 'erv', 'ical', ' or', ' ure', 'ter', 'al', ' nodes']","[-2.4596925, -6.704273e-07, -1.0280384e-06, -1.5928495e-05, -2.6968896e-06, -5.7888185e-05, -3.0545007e-06, -3.650519e-06, -2.1411865e-05, -4.723352e-06, -1.504853e-06]","[8.546122625436201, 99.99993295729247, 99.99989719621284, 99.99840716318577, 99.99973031140365, 99.99421134904887, 99.9996945503965, 99.99963494876631, 99.99785883642323, 99.9995276659155, 99.99984951481323]",D
"['A', ')', ' Type', ' I']","[-0.00017326632, -1.9361265e-07, -1.9361265e-07, -1.0325924e-05]","[99.98267486897419, 99.99998063873687, 99.99998063873687, 99.99896741293122]",A
"['C', ')', ' Are', ' constant', ' pressure', ' drop', '-', 'constant', ' or', 'ifice', ' devices']","[-1.110651, -1.9361265e-07, -2.8160932e-06, -2.3392786e-06, -2.2007884e-05, -2.6060809e-05, -0.00022356294, -5.2047206e-05, -1.9361265e-07, -2.1008714e-06, -1.3856493e-06]","[32.93444880100863, 99.99998063873687, 99.99971839107651, 99.9997660724136, 99.99779923581717, 99.997393953058, 99.97764620483319, 99.99479541484322, 99.99998063873687, 99.99978991308069, 99.99986143516601]",B
"['C', ')', ' Ne', 'isser', 'ia', ' mening', 'it', 'ides']","[-0.0005096646, -1.9361265e-07, -7.89631e-07, -1.7432603e-06, -1.5451682e-05, -5.2047206e-05, -2.2127088e-05, -0.08088512]","[99.94904652569402, 99.99998063873687, 99.99992103693117, 99.99982567412195, 99.99845484373766, 99.99479541484322, 99.99778731568021, 92.22996391414004]",C
"['A', ')', ' Previous', ' or', ' present', ' sensitivity', ' to', ' tub', 'erc', 'le', ' proteins']","[-0.00058806024, -4.3202e-07, -2.9040899e-05, -7.9418505e-06, -5.3193703e-06, -4.00813e-06, 0.0, -8.657073e-06, -9.0883464e-07, -2.4987974e-05, -4.604148e-06]","[99.94121126335345, 99.99995679800934, 99.99709595226828, 99.99920581810365, 99.99946806438477, 99.99959918780326, 100.0, 99.99913429644724, 99.9999091165773, 99.99750123381969, 99.99953958625991]",A
"['C', ')', ' C', 'pk', '-B', 'B']","[-0.49707395, -0.0013846399, -1.7716551e-05, -0.00013643607, -8.804671e-05, -1.9816675e-06]","[60.83079977714028, 99.86163182715345, 99.99822836059373, 99.98635732369773, 99.99119571659978, 99.99980183344636]",B
"['C', ')', ' Ac', 'etyl', '-Co', 'A', ' car', 'box', 'yl', 'ase']","[-0.0047651036, -3.1281633e-07, -1.6240566e-06, -2.9875326e-05, -2.1173457e-05, -6.704273e-07, -7.8033605e-05, -1.1756368e-05, -2.4584822e-06, -2.8160932e-06]","[99.5246231494712, 99.99996871837189, 99.99983759447187, 99.9970125120263, 99.9978826767156, 99.99993295729247, 99.99219694395426, 99.99882437011058, 99.9997541520822, 99.99971839107651]",C
"['D', ')', ' ', '45', ' XO']","[-0.0006092712, -3.1281633e-07, -9.610702e-06, -9.133887e-06, -0.0010598446]","[99.93909143680085, 99.99996871837189, 99.99903893441827, 99.99908661547138, 99.89407168369253]",D
"['A', ')', ' al', 'be', ' h', 'off', 'man']","[-0.1384507, -1.9816675e-06, -0.013031401, -0.013960042, -0.00041601455, -1.18755715e-05, -3.4285862e-05]","[87.07061760254904, 99.99980183344636, 98.70531400780025, 98.61369475357684, 99.95840719720543, 99.99881244990144, 99.99657147257534]",A
"['B', ')', ' H', 'ype', 'hy', 'roid', 'ism']","[-0.0030617304, -1.0280384e-06, -0.7681511, -0.00047094907, -0.00060307264, -3.650519e-06, -1.8624639e-06]","[99.69429519166384, 99.99989719621284, 46.38699250503491, 99.95291618091065, 99.93971091717542, 99.99963494876631, 99.99981375378344]",A
"['C', ')', ' Hidden', ' muscle', ' dyst', 'rophy']","[-0.72444826, -1.9361265e-07, -1.9816675e-06, -3.650519e-06, -2.3392786e-06, -1.1994775e-05]","[48.45918639249204, 99.99998063873687, 99.99980183344636, 99.99963494876631, 99.9997660724136, 99.9988005296937]",A
"['D', ')', ' Cod', 'omin', 'ance']","[-0.00032342627, -1.9361265e-07, -7.89631e-07, -6.511407e-06, -2.9040899e-05]","[99.9676626026638, 99.99998063873687, 99.99992103693117, 99.99934886141992, 99.99709595226828]",D
"['D', ')', ' T', 'rypt', 'oph', 'an']","[-0.005717128, -1.0280384e-06, -4.723352e-06, -2.9756122e-05, -6.869018e-06, -2.577686e-06]","[99.42991836761664, 99.99989719621284, 99.9995276659155, 99.9970244320709, 99.99931310055916, 99.99974223173223]",C
"['B', ')', ' Burning', ' of', ' the', ' tongue']","[-3.8129692, -2.188868e-05, -5.6769813e-06, -1.3856493e-06, -1.9816675e-06, -2.8160932e-06]","[2.2082514118340186, 99.99781115595555, 99.9994323034814, 99.99986143516601, 99.99980183344636, 99.99971839107651]",A
"['D', ')', ' Vitamin', ' B', '12']","[-3.106736e-05, 0.0, 0.0, 0.0, 0.0]","[99.99689331225854, 100.0, 100.0, 100.0, 100.0]",D
"['C', ')', ' Complete', ' clinical', ' cure']","[-0.0955543, -9.0883464e-07, -9.372295e-06, -3.1737043e-06, -2.1008714e-06]","[90.88690087265775, 99.9999091165773, 99.99906277489198, 99.99968263007362, 99.99978991308069]",D
"['D', ')', ' ', '40']","[-0.51254797, 0.0, -7.226629e-06, -3.5313153e-06]","[59.89674816918493, 100.0, 99.9992773397112, 99.99964686909351]",B
"['D', ')', ' Fr', 'act', 'ure', ' of', ' floor', ' of', ' orbit']","[-0.00018113377, 0.0, -4.3202e-07, -2.2723105e-05, -1.1994775e-05, -4.3202e-07, -0.0010573413, -2.4584822e-06, -0.00014478032]","[99.9818882633731, 100.0, 99.99995679800934, 99.99772771531677, 99.9988005296937, 99.99995679800934, 99.89432174883517, 99.9997541520822, 99.98552301601647]",D
"['A', ')', ' Diabetes', ' mell', 'itus']","[-0.8106827, -2.4584822e-06, -9.849109e-06, -9.253091e-06, -4.20341e-05]","[44.45544652671089, 99.9997541520822, 99.99901509395023, 99.99907469518097, 99.99579667834205]",A
"['C', ')', ' Low', ' molecular', ' weight', ' he', 'par', 'in']","[-0.00021652991, -1.9361265e-07, -1.504853e-06, -1.3856493e-06, -6.704273e-07, -9.0883464e-07, -3.888926e-06, -2.3392786e-06]","[99.9783493530909, 99.99998063873687, 99.99984951481323, 99.99986143516601, 99.99993295729247, 99.9999091165773, 99.99961110815619, 99.9997660724136]",C
"['A', ')', ' Per', 'le', 'can']","[-0.00097208685, -1.0280384e-06, -6.704273e-07, -3.3809047e-05, -3.5313153e-06]","[99.90283854733632, 99.99989719621284, 99.99993295729247, 99.99661915245194, 99.99964686909351]",A
"['C', ')', ' P', 'seud', 'omon', 'as']","[-0.001616858, -7.89631e-07, -1.7432603e-06, -8.180258e-06, -1.962381e-05, -3.1281633e-07]","[99.83844484107077, 99.99992103693117, 99.99982567412195, 99.99918197754583, 99.99803763825457, 99.99996871837189]",C
"['C', ')', ' EM', 'J', 'H', ' Medium']","[-0.00026824963, -4.3202e-07, -1.147242e-06, -1.8624639e-06, -6.704273e-07, -1.60477e-05]","[99.97317863457151, 99.99995679800934, 99.99988527586581, 99.99981375378344, 99.99993295729247, 99.99839524287637]",C
"['A', ')', ' Final', ' setting', ' of', ' oc', 'clusion']","[-0.00032604876, -1.0280384e-06, -4.8471098e-05, -1.247159e-05, -1.2664457e-06, -3.0545007e-06, -1.9361265e-07]","[99.96740043881205, 99.99989719621284, 99.99515300767047, 99.998752848777, 99.99987335551019, 99.9996945503965, 99.99998063873687]",D
"['A', ')', ' Ig', 'A']","[-0.00012201976, -7.89631e-07, -5.5122365e-07, 0.0]","[99.98779876841081, 99.99992103693117, 99.9999448776502, 100.0]",A
"['C', ')', ' Any', ' time', ' during', ' trial']","[-0.06972054, 0.0, -5.5122365e-07, -2.319992e-05, 0.0, -0.00015800826]","[93.26544230952467, 100.0, 99.9999448776502, 99.99768003491161, 100.0, 99.98420042226476]",C
"['C', ')', ' Mal', 'ath', 'ion']","[-0.015227643, -7.89631e-07, -5.9153886e-06, -3.1782583e-05, -7.107425e-06]","[98.48877112887669, 99.99992103693117, 99.99940846288958, 99.99682179220609, 99.99928926002578]",C
"['A', ')', ' Ren', 'al', ' cell', ' cancer']","[-0.0021566877, -2.1008714e-06, -7.89631e-07, -4.604148e-06, -3.7697225e-06, -7.9418505e-06]","[99.78456362799179, 99.99978991308069, 99.99992103693117, 99.99953958625991, 99.99962302846053, 99.99920581810365]",C
"['D', ')', ' Ig', 'M']","[-0.005934132, -1.9361265e-07, -6.704273e-07, -7.107425e-06]","[99.40834401855588, 99.99998063873687, 99.99993295729247, 99.99928926002578]",C
"['A', ')', ' Id', 'i', 'opathic', ' Bell', ""'s"", ' p', 'alsy']","[-0.00048928807, -4.3202e-07, -5.5122365e-07, -1.8431772e-05, -1.1041146e-05, -1.147242e-06, -2.6968896e-06, -4.85903e-05, 0.0]","[99.95108316118872, 99.99995679800934, 99.9999448776502, 99.99815683978642, 99.99889589149532, 99.99988527586581, 99.99973031140365, 99.99514108804895, 100.0]",A
"['A', ')', ' Abs', 'ent', ' meg', 'ak', 'ary', 'ocytes']","[-0.21485364, -4.3202e-07, 0.0, -9.014684e-06, -8.625866e-05, -2.0696643e-05, -1.5928495e-05, -0.00010485443]","[80.66594942214954, 99.99995679800934, 100.0, 99.99909853566321, 99.99137450601712, 99.9979303571174, 99.99840716318577, 99.98951510670337]",C
"['A', ')', ' Gl', 'ucose', ' and', ' fr', 'uctose']","[-0.003917038, -4.3202e-07, -9.0883464e-07, -1.1756368e-05, -1.9361265e-07, -5.6934558e-05, 0.0]","[99.6090623586507, 99.99995679800934, 99.9999091165773, 99.99882437011058, 99.99998063873687, 99.99430670627412, 100.0]",A
"['A', ')', ' W', 'ilm', ""'s"", ' tumor']","[-0.0014538056, -6.704273e-07, -0.0032821675, -5.0378356e-05, -5.080963e-06, -3.5835506e-05]","[99.8547250663432, 99.99993295729247, 99.67232129236555, 99.9949622912968, 99.9994919049908, 99.99641651360841]",A
"['D', ')', ' Kle', 'ih', 'auer', ' bet', 'ke', ' test']","[-0.00031639694, -1.0280384e-06, -2.577686e-06, -2.3915141e-05, -9.849109e-06, -0.009245023, -1.9027791e-05, -4.3202e-07]","[99.96836531082333, 99.99989719621284, 99.99974223173223, 99.99760851449648, 99.99901509395023, 99.07975808329101, 99.99809723900273, 99.99995679800934]",D
"['C', ')', ' ', '60', '-', '100', ' L', '/min']","[-0.31093654, -3.1281633e-07, -1.962381e-05, -1.473646e-05, -1.7120534e-05, -9.014684e-06, -0.00045402948, -3.4121115e-06]","[73.27603753673087, 99.99996871837189, 99.99803763825457, 99.99852636485811, 99.99828796125556, 99.99909853566321, 99.9546073575787, 99.99965878943212]",C
"['D', ')', ' An', 'is', 'omet', 'rop', 'ia']","[-0.0016435229, -1.0921943e-05, -2.9352968e-06, -2.129266e-05, -2.8160932e-06, -2.6968896e-06, -1.2664457e-06]","[99.83578269441603, 99.99890781166442, 99.9997064707508, 99.9978707566687, 99.99971839107651, 99.99973031140365, 99.99987335551019]",C
"['B', ')', ' O', 'phthalm', 'ic']","[-0.00028064317, -1.147242e-06, -1.0280384e-06, -6.2656334e-05, -3.1281633e-07]","[99.97193962066108, 99.99988527586581, 99.99989719621284, 99.9937345628867, 99.99996871837189]",B
"['C', ')', ' Decre', 'ase', ' in', ' serum', ' calc', 'iton', 'in']","[-0.038187683, -9.0883464e-07, -4.604148e-06, -6.1537958e-06, -3.1281633e-07, -3.650519e-06, -2.4584822e-06, -3.650519e-06, -9.0883464e-07]","[96.25322729929911, 99.9999091165773, 99.99953958625991, 99.99938462231346, 99.99996871837189, 99.99963494876631, 99.9997541520822, 99.99963494876631, 99.9999091165773]",C
"['C', ')', ' Ec', 'ological', ' study', '.']","[-0.000210335, -1.9361265e-07, -7.89631e-07, -3.1737043e-06, -4.465658e-05, -0.0006996881]","[99.97896871188553, 99.99998063873687, 99.99992103693117, 99.99968263007362, 99.99553444170903, 99.93005566246383]",C
"['A', ')', ' End', 'omet', 'ri', 'osis']","[-0.4573243, -1.7432603e-06, -3.7697225e-06, -1.147242e-06, -7.89631e-07, -6.511407e-06]","[63.29750329708217, 99.99982567412195, 99.99962302846053, 99.99988527586581, 99.99992103693117, 99.99934886141992]",A
"['D', ')', ' Moderate', ' persistent', ' Ast', 'hma']","[-0.40466893, -9.0883464e-07, -2.577686e-06, -4.370295e-05, -3.0545007e-06, -4.8425554e-06]","[66.71976634280583, 99.9999091165773, 99.99974223173223, 99.995629800496, 99.9996945503965, 99.99951574563252]",B
"['D', ')', ' ac', 'd']","[-0.03165647, -7.107425e-06, -2.3392786e-06, -6.704273e-07]","[96.88393503000002, 99.99928926002578, 99.9997660724136, 99.99993295729247]",D
"['B', ')', ' MRI']","[-0.00042447797, -1.9361265e-07, -5.6338537e-05]","[99.95756121080277, 99.99998063873687, 99.99436630499856]",D
"['A', ')', ' VIP', 'oma']","[-0.0010815177, -2.1008714e-06, -1.0087517e-05, -1.3856493e-06]","[99.89190669294862, 99.99978991308069, 99.99899125338789, 99.99986143516601]",A
"['D', ')', ' Type', ' IV', ' Coll', 'agen']","[-0.000118086034, -5.5122365e-07, -3.1281633e-07, -2.1008714e-06, -6.704273e-07, -2.1173457e-05]","[99.98819209378813, 99.9999448776502, 99.99996871837189, 99.99978991308069, 99.99993295729247, 99.9978826767156]",D
"['A', ')', ' Touch']","[-0.47239837, -1.504853e-06, -3.5313153e-06]","[62.35050777186617, 99.99984951481323, 99.99964686909351]",A
"['C', ')', ' Cum', 'ulous', ' o', 'oph', 'orus']","[-0.0014702264, -7.89631e-07, -1.27099975e-05, -0.027035853, -2.749125e-05, -9.4914985e-06, -4.00813e-06]","[99.85308538533631, 99.99992103693117, 99.99872900832717, 97.33263442293345, 99.99725091278809, 99.99905085465441, 99.99959918780326]",C
"['B', ')', ' Shared', ' del', 'usion', ' disorder']","[-0.00016492206, -7.89631e-07, -3.1737043e-06, -6.511407e-06, -2.5703197e-05, -1.9816675e-06]","[99.98350915388954, 99.99992103693117, 99.99968263007362, 99.99934886141992, 99.99742971333244, 99.99980183344636]",B
"['D', ')', ' C', 'ogn', 'izable', ' and', ' non', '-b', 'ailable', ' offense']","[-0.0004038594, 0.0, -7.89631e-07, -3.1281633e-07, -2.3392786e-06, -1.9361265e-07, 0.0, -4.365741e-06, -6.704273e-07, -6.704273e-07]","[99.95962221402301, 100.0, 99.99992103693117, 99.99996871837189, 99.9997660724136, 99.99998063873687, 100.0, 99.99956342685299, 99.99993295729247, 99.99993295729247]",D
"['C', ')', ' O', 'ste', 'os', 'ar', 'coma']","[-0.0057277945, -1.9361265e-07, -2.220075e-06, -4.723352e-06, -5.2001665e-06, -3.7697225e-06, -3.0113732e-05]","[99.42885780404863, 99.99998063873687, 99.99977799274644, 99.9995276659155, 99.99947998470209, 99.99962302846053, 99.99698867214138]",C
"['B', ')', ' Cow']","[-6.8854926e-05, -1.9361265e-07, -4.3202e-07]","[99.9931147444446, 99.99998063873687, 99.99995679800934]",B
"['A', ')', ' Lis', 'in', 'op', 'ril']","[-7.159661e-05, -2.1008714e-06, -1.9361265e-07, -1.1279553e-05, -1.4498052e-05, -9.0883464e-07]","[99.99284059529762, 99.99978991308069, 99.99998063873687, 99.9988720510614, 99.99855020530963, 99.9999091165773]",A
"['A', ')', ' M', 'amm', 'illary', ' body']","[-0.0007185076, -2.220075e-06, -1.9816675e-06, -4.3202e-07, -0.000107953725, -7.9702455e-05]","[99.92817504647748, 99.99977799274644, 99.99980183344636, 99.99995679800934, 99.98920521017936, 99.99203007211563]",A
"['A', ')', ' Dead', ' space']","[-1.6454766, -5.5122365e-07, -2.3392786e-06, -6.6306106e-06]","[19.29205949240184, 99.9999448776502, 99.9997660724136, 99.99933694113825]",A
"['B', ')', ' M', '.', ' Ul', 'cer', 'ans']","[-0.00028195442, -1.8624639e-06, -3.1281633e-07, -1.2664457e-06, -6.086828e-05, -7.58424e-06, -4.723352e-06]","[99.97180853254119, 99.99981375378344, 99.99996871837189, 99.99987335551019, 99.99391335724361, 99.99924157887602, 99.9995276659155]",B
"['A', ')', ' Car', 'bohydr', 'ate', ' mal', 'abs', 'orption', ' due', ' to', ' muc', 'osal', ' disease']","[-0.00072672893, -4.3202e-07, 0.0, -1.6166903e-05, -3.0545007e-06, -1.8624639e-06, -3.650519e-06, -5.5861725e-05, -9.0883464e-07, -1.9361265e-07, -1.4617256e-05, -0.29595006, -5.9153886e-06]","[99.9273535073512, 99.99995679800934, 100.0, 99.99838332276838, 99.9996945503965, 99.99981375378344, 99.99963494876631, 99.99441398352371, 99.9999091165773, 99.99998063873687, 99.99853828508316, 74.38245736918546, 99.99940846288958]",A
"['A', ')', ' Infer', 'ior', ' rect', 'us']","[-2.8180597, -1.0280384e-06, -4.723352e-06, -1.9743013e-05, -4.7040652e-05, -5.5577775e-06]","[5.972170839333702, 99.99989719621284, 99.9995276659155, 99.9980257181892, 99.9952960454394, 99.99944422379444]",D
"['C', ')', ' ac', 'd']","[-1.0641656, -9.372295e-06, -5.9153886e-06, -6.704273e-07]","[34.501561572641464, 99.99906277489198, 99.99940846288958, 99.99993295729247]",B
"['A', ')', ' ', '3', 'rd', ' CN', ' p', 'alsy']","[-3.0902836, -1.9361265e-07, -3.631232e-05, -3.7027545e-05, -7.89631e-07, -4.3202e-07, -1.27099975e-05, 0.0]","[4.548905188001688, 99.99998063873687, 99.99636883392843, 99.9962973140511, 99.99992103693117, 99.99995679800934, 99.99872900832717, 100.0]",A
"['B', ')', ' Causes', ' bron', 'chi', 'olar', ' constr', 'iction']","[-0.00028886824, -5.5122365e-07, -2.1008714e-06, -0.933722, -0.0119170705, -3.1281633e-07, -4.8425554e-06, -3.88156e-05]","[99.97111734784129, 99.9999448776502, 99.99978991308069, 39.30879110063942, 98.81536565527699, 99.99996871837189, 99.99951574563252, 99.99611851533157]",B
"['A', ')', ' Par', 'athy', 'roid', ' hormone']","[-0.014978595, -1.504853e-06, -7.89631e-07, -2.2603901e-05, -5.080963e-06, -1.3544423e-05]","[98.51330261498077, 99.99984951481323, 99.99992103693117, 99.99773963544662, 99.9994919049908, 99.99864556687253]",B
"['B', ')', ' Bell', ""'s"", ' p', 'alsy']","[-0.00028731857, -6.704273e-07, -7.89631e-07, -4.4849444e-06, -0.00013572084, 0.0]","[99.97127227020275, 99.99993295729247, 99.99992103693117, 99.99955150656574, 99.98642883696566, 100.0]",B
"['D', ')', ' Anth', 'rax']","[-0.00010676169, 0.0, -1.9361265e-07, -4.1273333e-06]","[99.98932440088264, 100.0, 99.99998063873687, 99.99958726752173]",D
"['A', ')', ' positive', ' reinforcement']","[-0.0001592003, -1.9361265e-07, -0.0008708444, -3.1281633e-07]","[99.98408123716953, 99.99998063873687, 99.91295346749382, 99.99996871837189]",A
"['B', ')', ' increase', ' secretion', ' of', ' bic', 'arbon', 'ates', ' by', ' pancre', 'as']","[-0.00030805267, 0.0, -0.0004079123, -1.4259645e-05, 0.0, 0.0, -6.511407e-06, -1.8624639e-06, 0.0, -0.0032574502, -0.00070313766]","[99.9691994773352, 100.0, 99.95921708849112, 99.99857404566683, 100.0, 100.0, 99.99934886141992, 99.99981375378344, 100.0, 99.67478495348003, 99.92971094833558]",B
"['A', ')', ' Dis', 'ulf', 'iram']","[-0.008483729, -9.0883464e-07, -6.704273e-07, -2.868329e-05, -6.392203e-06]","[99.15521562768478, 99.9999091165773, 99.99993295729247, 99.99713171213617, 99.99936078174301]",A
"['A', ')', ' Collect', 'ing', ' duct']","[-0.00033725024, -1.6240566e-06, -2.220075e-06, -3.650519e-06, -6.2729996e-06]","[99.96628066224697, 99.99983759447187, 99.99977799274644, 99.99963494876631, 99.99937270200753]",A
"['C', ')', ' Tel', 'om', 'erase']","[-0.004558054, -1.9361265e-07, -4.604148e-06, -3.7697225e-06, -1.9816675e-06]","[99.54523181631895, 99.99998063873687, 99.99953958625991, 99.99962302846053, 99.99980183344636]",C
"['D', ')', ' Cur', 'able', ' and', ' avoid', 'able']","[-0.011529102, -1.147242e-06, -2.9352968e-06, -3.888926e-06, 0.0, -2.868329e-05, -2.1008714e-06]","[98.85371034225162, 99.99988527586581, 99.9997064707508, 99.99961110815619, 100.0, 99.99713171213617, 99.99978991308069]",B
"['A', ')', ' MRI']","[-0.0004994167, -3.1281633e-07, -1.92662e-05]","[99.95007079877622, 99.99996871837189, 99.9980733985592]",A
"['C', ')', ' IL', ' ', '2', ' receptor', ' blocker']","[-0.00013691289, -1.9361265e-07, -9.0883464e-07, -0.00213979, -6.704273e-07, -9.0883464e-07, -7.703444e-06]","[99.9863096482142, 99.99998063873687, 99.9999091165773, 99.78624977185854, 99.99993295729247, 99.9999091165773, 99.99922965856715]",C
"['D', ')', ' ', '7', '.', '50', '%']","[-2.0304914, 0.0, -5.5577775e-06, -2.2246291e-05, -5.5122365e-07, -1.6166903e-05, -4.1273333e-06]","[13.127099872785786, 100.0, 99.99944422379444, 99.9977753956447, 99.9999448776502, 99.99838332276838, 99.99958726752173]",C
"['A', ')', ' L', 'ungs']","[-0.00022773506, -6.704273e-07, -4.3202e-07, -1.9361265e-07]","[99.97722908696603, 99.99993295729247, 99.99995679800934, 99.99998063873687]",A
"['B', ')', ' External', ' il', 'iac', ' artery']","[-0.033528123, -2.9352968e-06, -2.9352968e-06, -7.3458323e-06, -9.372295e-06, -0.5271638]","[96.7027715128554, 99.9997064707508, 99.9997064707508, 99.99926541946806, 99.99906277489198, 59.02767407112107]",B
"['C', ')', ' Nas', 'oc', 'illi', 'ary', ' N', 'erve']","[-0.00078592193, -1.9361265e-07, -3.1281633e-07, -7.89631e-07, -0.014990932, -6.704273e-07, -7.89631e-07, -4.3202e-07]","[99.92143868257489, 99.99998063873687, 99.99996871837189, 99.99992103693117, 98.51208726386334, 99.99993295729247, 99.99992103693117, 99.99995679800934]",C
"['C', ')', ' Strat', 'ified', ' non', ' ker', 'atin', 'ized', ' squ', 'amous']","[-0.00068836747, -1.9361265e-07, -3.2929079e-06, -5.7961847e-06, -1.9816675e-06, -0.028898822, -5.7961847e-06, -3.0471343e-05, -3.1281633e-07, -2.6968896e-06]","[99.93118694005324, 99.99998063873687, 99.99967070975217, 99.99942038320978, 99.99980183344636, 97.15147554140036, 99.99942038320978, 99.99695291212467, 99.99996871837189, 99.99973031140365]",C
"['A', ')', ' Sample', ' registration', ' system']","[-0.0384308, -1.147242e-06, -3.4121115e-06, -0.0030173992, -2.9352968e-06]","[96.22982934777293, 99.99988527586581, 99.99965878943212, 99.69871485736665, 99.9997064707508]",A
"['C', ')', ' ', '2', ' m', 'Eq', '/L']","[-1.1205225, 0.0, -1.3856493e-06, -5.5577775e-06, -1.1756368e-05, -4.3202e-07, -3.1281633e-07]","[32.61093579608044, 100.0, 99.99986143516601, 99.99944422379444, 99.99882437011058, 99.99995679800934, 99.99996871837189]",B
"['C', ')', ' Multiple', ' intestinal', ' pol', 'yps']","[-0.0014745104, 0.0, -2.3392786e-06, -1.4259645e-05, -4.3202e-07, -4.727906e-05]","[99.8526576156348, 100.0, 99.9997660724136, 99.99857404566683, 99.99995679800934, 99.99527220576371]",C
"['A', ')', ' N', '.', ' gon', 'oc', 'oc', 'ci']","[-0.00047321027, -1.8624639e-06, -2.3392786e-06, -6.749814e-06, -0.0002420395, -2.2246291e-05, -4.036525e-05, 0.0]","[99.95269016763211, 99.99981375378344, 99.9997660724136, 99.99932502087799, 99.97579897891967, 99.9977753956447, 99.99596355646658, 100.0]",A
"['A', ')', ' Serum', ' T', 'SH', ' level']","[-0.0001037816, -6.704273e-07, -5.5122365e-07, -1.147242e-06, -1.504853e-06, -0.00010521204]","[99.9896223785124, 99.99993295729247, 99.9999448776502, 99.99988527586581, 99.99984951481323, 99.98947934945926]",A
"['B', ')', ' Previously', ' insignificant', ' value', ' becomes', ' significant']","[-0.0014277366, -4.3202e-07, -4.723352e-06, -1.1041146e-05, -2.6968896e-06, -2.3319124e-05, -3.2929079e-06]","[99.85732821310152, 99.99995679800934, 99.9995276659155, 99.99889589149532, 99.99973031140365, 99.99766811478887, 99.99967070975217]",B
